respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.277119179121168,0.0901221634034478
26708,0.0421544405238181,0.0483819610383952
26709,0.685955030796569,0.435608193475447
26710,0.875697172633983,0.47214754455108
26711,0.502542810857014,0.232010255139391
26712,0.921717344924835,0.434377113821281
26713,0.497883796315557,0.345882004657853
26714,0.295471837608541,0.161253920367013
26715,0.178205748311081,0.0374682572857481
26716,0.858298174055334,0.195189088366252
26717,0.369240219063572,0.0216884087120972
26718,0.489284540130778,0.230250597353703
26719,0.931759963246987,0.111627781501165
26720,0.159248141936552,0.0836955531272995
26721,0.384773490386854,0.449729585493064
26722,0.0674165738844792,0.0445334675006295
26723,0.838839152399581,0.662172670938638
26724,0.612154723979688,0.123993206158686
26725,0.0811186450070246,0.0442414391474885
26726,0.0451216099962397,0.0197210058141098
26727,0.788107851314734,0.325202918265423
26728,0.566439205119711,0.241182502649636
26729,0.36210137971083,0.097327731375658
26730,0.249772387418929,0.0539975112408574
26731,0.307906781247648,0.0179922586471143
26732,0.101335283580926,0.118895589053785
26733,0.952826117983483,0.901188526322378
26734,0.302085390741956,0.824108608465562
26735,0.488902642431104,0.143338900567283
26736,0.178556859648164,0.0735058250142134
26737,0.174083323002876,0.0940829912284126
26738,0.861411132095241,0.631311553655242
26739,0.253458487354889,0.121360762547117
26740,0.146942220158775,0.153929818729946
26741,0.909180873635515,0.200480815544628
26742,0.514705497150096,0.150125703467812
26743,0.545323501311415,0.0477144982826028
26744,0.695206816424191,0.0773039040938496
26745,0.913353712077746,0.0890815999158926
26746,0.344656510497413,0.10839435822008
26747,0.28595822833706,0.0824085765848318
26748,0.0582619371560482,0.086826141595236
26749,0.655940212843573,0.0762919613616989
26750,0.902471733282847,0.655829446094475
26751,0.725477822917459,0.326927119469856
26752,0.0210623918038493,0.0204230229107564
26753,0.638377883289689,0.199017843520102
26754,0.531935220114976,0.102976423820785
26755,0.305776599477815,0.0875418952446937
26756,0.0404664562557541,0.0157787822556455
26757,0.549534337265962,0.473865122781989
26758,0.908732456366593,0.681241161909761
26759,0.231658456376359,0.0405866597004512
26760,0.0269064701255618,0.0101053258220332
26761,0.555095399955116,0.136580725053482
26762,0.800247248151283,0.14459680056664
26763,0.978810382382751,0.88707632928414
26764,0.968683322705558,0.933666326542887
26765,0.698630375418155,0.0311162722827542
26766,0.189677365608955,0.169533124505182
26767,0.776618060596069,0.792238105260496
26768,0.424382919375693,0.0137915505262475
26769,0.126247183306216,0.133154548458742
26770,0.627192358629458,0.117344820931785
26771,0.184452772850005,0.0633778143545698
26772,0.489235792821374,0.102064421135368
26773,0.47189906961983,0.0136733241227682
26774,0.539374221348242,0.0307455475759186
26775,0.550638335303995,0.129021251951481
26776,0.288164374387351,0.319253964883398
26777,0.90888376355311,0.123080295150218
26778,0.0917553807238428,0.116368716709724
26779,0.511219390969436,0.119393073273782
26780,0.963033316542946,0.193390002087426
26781,0.416144938490628,0.0416054197970093
26782,0.351544771170303,0.0490535434636589
26783,0.333614722686498,0.0621787207873528
26784,0.877565056484467,0.341189164149254
26785,0.580144402284193,0.361220839296938
26786,0.333074957024573,0.150388506834965
26787,0.484394166611645,0.111269762859922
26788,0.910666344311442,0.111271713359801
26789,0.271557532619595,0.0150223951401674
26790,0.329989862911102,0.0658486296880661
26791,0.0682549102708205,0.052078852103919
26792,0.788617731682662,0.207682142766358
26793,0.889384483389948,0.117549720838116
26794,0.911184739460647,0.794913276314486
26795,0.950242685681504,0.0526332800124367
26796,0.0947315332817665,0.0626100689052083
26797,0.649855409252389,0.100180443465828
26798,0.123765405276863,0.133840424459158
26799,0.200447927537908,0.2325896158898
26800,0.923365916144927,0.0372562410692887
26801,0.366799244147094,0.257735865326794
26802,0.207250108381177,0.102207767402842
26803,0.165169658490673,0.0527111983172753
26804,0.0819419739144248,0.0587408858118234
26805,0.169635445070879,0.0821807507010273
26806,0.875562615257421,0.0655671197863295
26807,0.939382766211727,0.632526470319472
26808,0.641128777146102,0.277915649892255
26809,0.140230349351182,0.727770569998033
26810,0.0839228056728256,0.0338596900183804
26811,0.0595981673674949,0.0559117350543318
26812,0.704420102168664,0.123566926054416
26813,0.292177611662294,0.300522525764436
26814,0.429393076418161,0.033196889051796
26815,0.147072422489576,0.0664132474413195
26816,0.1763019393017,0.0407094214595471
26817,0.67896817408116,0.140435376038809
26818,0.247940894017034,0.0718039950653575
26819,0.436955182057048,0.367693491824835
26820,0.314772856271081,0.104056218801646
26821,0.463721296496483,0.115181702467771
26822,0.610422954769288,0.21505206302537
26823,0.527003471843843,0.456006635685525
26824,0.694813039854418,0.0427398929502777
26825,0.753600491525964,0.394031377549585
26826,0.688180755375552,0.0760609382094483
26827,0.0978065343120155,0.0540858780718729
26828,0.667317115103046,0.172324087244053
26829,0.904368358956273,0.561362842232029
26830,0.6669829035194,0.0735658219836384
26831,0.830761916909029,0.220270132586703
26832,0.785905515224141,0.121770136215963
26833,0.266141538315882,0.00614152838941646
26834,0.50365546591949,0.127117925281448
26835,0.896292161572627,0.362719435865402
26836,0.618508243965804,0.153389411419849
26837,0.0156280429806601,0.0402248395498939
26838,0.440395506022151,0.111546363943999
26839,0.511401118873574,0.129409785641197
26840,0.106214456956799,0.0863664241267659
26841,0.818972173363421,0.310129808641108
26842,0.240909927466106,0.0915153851575694
26843,0.0177999739499232,0.0484208047762787
26844,0.414574941872981,0.0311503479521089
26845,0.675860800508872,0.060653926679538
26846,0.722039063548161,0.0673844102135461
26847,0.0828131411628842,0.327876006906845
26848,0.685170617605703,0.0362434422730224
26849,0.604654299538568,0.104937064982507
26850,0.672275065081597,0.611313589021944
26851,0.0674210369656098,0.0415597695912317
26852,0.107167617121729,0.0349534736357151
26853,0.555238232844738,0.508101551729128
26854,0.0768615601916262,0.018284597973782
26855,0.881684121298327,0.587902178249357
26856,0.0318836410572483,0.10757756946827
26857,0.19511216653014,0.432353344160232
26858,0.618606033824142,0.136440534938838
26859,0.122199581805388,0.08251728373282
26860,0.0920861837963632,0.0985484451891085
26861,0.105722827185624,0.0684121227726765
26862,0.217479751022275,0.0885597254070493
26863,0.395273679484076,0.209047712311987
26864,0.454981255394712,0.45738475169796
26865,0.0414568456022561,0.0161401459409233
26866,0.67260736191936,0.243685925408142
26867,0.208785069438411,0.122389104706203
26868,0.908726801089341,0.734041068427585
26869,0.40928910261379,0.118375490199872
26870,0.82557819311456,0.623150736914178
26871,0.030734823156721,0.0453235834385877
26872,0.236504615409891,0.0527026503099749
26873,0.885385741310759,0.159675174958341
26874,0.106433049448838,0.0568240265477745
26875,0.949418539560722,0.629678744030872
26876,0.041477154686319,0.0468114246250592
26877,0.104840396235829,0.0589763136700091
26878,0.219927277704649,0.167821319545648
26879,0.0261545927817879,0.0145113784355117
26880,0.0858007269914958,0.0497147632985875
26881,0.128733528298187,0.033223703585315
26882,0.108444775308147,0.0389525429637027
26883,0.343920155513139,0.0894349510148194
26884,0.223549594430137,0.0827083351875362
26885,0.83219036573679,0.197493722577114
26886,0.726316468624743,0.0811603666807398
26887,0.874608635530813,0.64612125164489
26888,0.942425769894785,0.878722964445542
26889,0.167071537329602,0.0601512492310272
26890,0.410312846643483,0.114064685484964
26891,0.526041811026881,0.342297529961778
26892,0.779554660346893,0.121768392568666
26893,0.182431438817842,0.0650466148347455
26894,0.272697898530533,0.146997587189242
26895,0.842902250601081,0.0892504376731171
26896,0.0866983855993905,0.0522877430375424
26897,0.358487386386245,0.0515955725654293
26898,0.653607153167928,0.249379843778509
26899,0.064112144178492,0.0495001610884573
26900,0.280317794351568,0.105007287020827
26901,0.312254337688371,0.00994882774461591
26902,0.951614928462118,0.209171592794289
26903,0.0419508450867657,0.185289475753609
26904,0.370123917238776,0.056228028547693
26905,0.776963313254256,0.334413152205598
26906,0.320186365896256,0.0717140598746492
26907,0.556564084369018,0.013407713515485
26908,0.695142000278458,0.113666864009338
26909,0.286228824568043,0.0756012099264222
26910,0.244936327315804,0.100640917795745
26911,0.0956087510150684,0.0650964387881329
26912,0.94347992189202,0.476473175351217
26913,0.876797879214563,0.7750778659471
26914,0.176320066201344,0.0847470106542382
26915,0.749730477191833,0.158957441667138
26916,0.353479902352897,0.0823919281768069
26917,0.0149872437656553,0.00613162771537843
26918,0.921543352976672,0.698746348605815
26919,0.60026035977224,0.295852320416715
26920,0.160038518247208,0.0421808504856294
26921,0.856684892411162,0.14847700917788
26922,0.76411655934812,0.0588796052233176
26923,0.457871069516319,0.077846194933353
26924,0.892212071195501,0.694727168054387
26925,0.489077583284997,0.111344154775228
26926,0.382286325500849,0.564211824700899
26927,0.734542999985322,0.35371971200731
26928,0.481274639489359,0.0520565552587193
26929,0.155841525079514,0.0823774679030493
26930,0.909081818936779,0.76479771928755
26931,0.388511809809102,0.0996933013012887
26932,0.84882555141579,0.0534046803576362
26933,0.805725045809366,0.0991738112481417
26934,0.727410109439376,0.535102078121791
26935,0.482627101638241,0.137839856437873
26936,0.177886875247807,0.454326403436206
26937,0.69022628405495,0.261992926179572
26938,0.047698446463337,0.0761316217201267
26939,0.0382918328305543,0.0298316969406195
26940,0.124758749698892,0.0786542803795222
26941,0.396676345380545,0.0575348642169558
26942,0.834837087993436,0.542104896382881
26943,0.670420216826616,0.146504810482091
26944,0.22725986543464,0.0996574375254362
26945,0.569042340459208,0.131782945269621
26946,0.787637636744099,0.150572093365788
26947,0.544366922956694,0.144301650880664
26948,0.0593557781423828,0.0179293461867114
26949,0.0338948966043591,0.0186393788524814
26950,0.488632770667385,0.0382703949385047
26951,0.348669424628833,0.0847493075280069
26952,0.937230521704897,0.840085201175678
26953,0.963349163061523,0.742422649303934
26954,0.182218582682076,0.0631084323438137
26955,0.597853255024615,0.164269075771898
26956,0.346294399281392,0.144262796606224
26957,0.892030684762266,0.0307315219131086
26958,0.767169748706637,0.319129058147303
26959,0.243956029999476,0.0457981019077775
26960,0.0532545869314135,0.0371615038909086
26961,0.527617061071978,0.189337303098191
26962,0.897533098814453,0.161559730349505
26963,0.285195370469331,0.152950098634797
26964,0.141401847061109,0.100090010642248
26965,0.957665254712783,0.818075386276002
26966,0.0269828162142342,0.0132899443596771
26967,0.42646962780242,0.149682310028227
26968,0.752940879772011,0.0365235785367261
26969,0.17477845026291,0.033818685878755
26970,0.423008301027862,0.691787445739406
26971,0.292382285368886,0.0852761607774822
26972,0.0177279616293162,0.00668758817183529
26973,0.0912563059691808,0.0463861834102184
26974,0.359954382160905,0.118189362655392
26975,0.602834557580307,0.0651776347831004
26976,0.535163971316579,0.837088365973667
26977,0.28788239243363,0.0480692765343068
26978,0.771794392751882,0.029881810866238
26979,0.626180367913462,0.315741055648843
26980,0.0929251157290614,0.048440494444343
26981,0.272093955260846,0.0597643516014385
26982,0.858708390570983,0.625458740210436
26983,0.521607453208378,0.136373171815063
26984,0.17284892927567,0.0958419480549747
26985,0.0947827966328422,0.0232010992321251
26986,0.636105625213773,0.200414259180866
26987,0.188763831405447,0.0687088962284377
26988,0.117429268399579,0.02807189164754
26989,0.766847633884122,0.306525269596137
26990,0.0748056589301001,0.0140443549511298
26991,0.575761346838149,0.34889668041746
26992,0.483163605920838,0.302571458944311
26993,0.805276604367143,0.143437853174108
26994,0.461808813902097,0.198896222247335
26995,0.53708871018395,0.158303464736928
26996,0.386040448389606,0.32998540870918
26997,0.0751690062542446,0.0185599775239657
26998,0.0510671571893773,0.0537328423833705
26999,0.513181152714651,0.379680581170089
27000,0.35989051951335,0.139988004081987
27001,0.746308798761311,0.0444203332801627
